customer_id,trans_date,tran_amount,response,month,month_name,month_year,cohort,tx_month,cohort_index
CS3123,2014-08-10,47,0,8,August,2014-08,2011-11,2014-08,33
CS2166,2012-02-10,61,0,2,February,2012-02,2011-05,2012-02,9
CS4726,2012-03-15,74,0,3,March,2012-03,2012-03,2012-03,0
CS5238,2011-05-26,41,0,5,May,2011-05,2011-05,2011-05,0
CS4263,2012-10-25,101,0,10,October,2012-10,2011-05,2012-10,17
CS4309,2014-06-05,41,0,6,June,2014-06,2012-04,2014-06,26
CS4455,2014-05-23,95,0,5,May,2014-05,2011-08,2014-05,33
CS6073,2012-10-17,71,0,10,October,2012-10,2011-09,2012-10,13
CS3741,2012-12-04,80,0,12,December,2012-12,2011-07,2012-12,17
CS4874,2014-08-19,100,0,8,August,2014-08,2011-06,2014-08,38
CS1302,2011-10-25,38,0,10,October,2011-10,2011-05,2011-10,5
CS1332,2013-09-04,87,0,9,September,2013-09,2011-06,2013-09,27
CS5761,2013-01-23,103,0,1,January,2013-01,2011-07,2013-01,18
CS2002,2014-03-30,101,1,3,March,2014-03,2011-12,2014-03,27
CS1339,2014-07-13,64,0,7,July,2014-07,2011-05,2014-07,38
CS2740,2014-04-20,51,0,4,April,2014-04,2011-09,2014-04,31
CS2216,2011-12-10,38,1,12,December,2011-12,2011-07,2011-12,5
CS5469,2014-02-03,52,0,2,February,2014-02,2011-05,2014-02,33
CS5941,2013-11-16,73,0,11,November,2013-11,2011-11,2013-11,24
CS1365,2013-01-27,88,0,1,January,2013-01,2011-05,2013-01,20
CS3023,2011-09-11,46,1,9,September,2011-09,2011-09,2011-09,0
CS4401,2013-06-12,105,0,6,June,2013-06,2011-09,2013-06,21
CS4599,2014-12-27,48,0,12,December,2014-12,2011-10,2014-12,38
CS3928,2012-06-02,104,0,6,June,2012-06,2011-09,2012-06,9
CS3822,2011-06-29,75,0,6,June,2011-06,2011-06,2011-06,0
CS1385,2013-01-24,84,1,1,January,2013-01,2011-09,2013-01,16
CS2856,2012-03-19,53,0,3,March,2012-03,2011-05,2012-03,10
CS5640,2012-09-15,65,0,9,September,2012-09,2011-05,2012-09,16
CS4507,2011-11-17,84,0,11,November,2011-11,2011-06,2011-11,5
CS2621,2014-01-17,46,0,1,January,2014-01,2011-11,2014-01,26
CS5016,2014-03-23,73,0,3,March,2014-03,2011-05,2014-03,34
CS3190,2014-10-18,45,0,10,October,2014-10,2011-06,2014-10,40
CS2940,2011-08-28,82,0,8,August,2011-08,2011-06,2011-08,2
CS4498,2015-02-17,71,0,2,February,2015-02,2011-09,2015-02,41
CS3195,2011-08-07,40,0,8,August,2011-08,2011-05,2011-08,3
CS2461,2014-06-01,67,0,6,June,2014-06,2011-07,2014-06,35
CS2561,2011-07-27,82,0,7,July,2011-07,2011-07,2011-07,0
CS5360,2012-04-01,87,0,4,April,2012-04,2011-08,2012-04,8
CS1215,2012-02-29,74,0,2,February,2012-02,2011-09,2012-02,5
CS3933,2012-06-17,60,0,6,June,2012-06,2011-07,2012-06,11
CS5829,2012-11-24,72,0,11,November,2012-11,2011-09,2012-11,14
CS3329,2013-11-20,35,0,11,November,2013-11,2011-06,2013-11,29
CS5328,2014-01-03,61,0,1,January,2014-01,2012-02,2014-01,23
CS4388,2013-10-17,77,0,10,October,2013-10,2011-06,2013-10,28
CS4776,2013-04-14,39,0,4,April,2013-04,2011-05,2013-04,23
CS5766,2014-11-18,48,1,11,November,2014-11,2011-09,2014-11,38
CS1522,2012-01-31,44,0,1,January,2012-01,2011-05,2012-01,8
CS1709,2012-07-22,43,1,7,July,2012-07,2011-05,2012-07,14
CS5397,2012-03-01,74,0,3,March,2012-03,2011-05,2012-03,10
CS4642,2013-04-15,87,0,4,April,2013-04,2011-06,2013-04,22
CS5338,2013-08-21,38,0,8,August,2013-08,2011-07,2013-08,25
CS4977,2013-03-02,45,0,3,March,2013-03,2011-05,2013-03,22
CS4399,2014-07-31,79,0,7,July,2014-07,2011-10,2014-07,33
CS2635,2015-01-21,83,0,1,January,2015-01,2011-07,2015-01,42
CS4062,2012-05-05,39,0,5,May,2012-05,2011-07,2012-05,10
CS1617,2014-07-23,50,0,7,July,2014-07,2011-09,2014-07,34
CS4591,2012-02-28,68,0,2,February,2012-02,2011-06,2012-02,8
CS5115,2014-05-22,94,1,5,May,2014-05,2011-07,2014-05,34
CS5962,2012-06-30,61,0,6,June,2012-06,2011-07,2012-06,11
CS1548,2014-06-27,55,0,6,June,2014-06,2011-06,2014-06,36
CS5899,2011-12-01,72,0,12,December,2011-12,2011-05,2011-12,7
CS4397,2013-03-23,83,0,3,March,2013-03,2011-05,2013-03,22
CS5467,2013-03-19,63,0,3,March,2013-03,2011-05,2013-03,22
CS3265,2013-07-04,90,0,7,July,2013-07,2011-07,2013-07,24
CS2172,2013-02-28,67,0,2,February,2013-02,2011-07,2013-02,19
CS4007,2012-05-15,64,0,5,May,2012-05,2011-08,2012-05,9
CS4700,2013-07-30,99,0,7,July,2013-07,2011-05,2013-07,26
CS5261,2012-08-06,94,0,8,August,2012-08,2011-07,2012-08,13
CS4718,2014-01-15,105,0,1,January,2014-01,2011-05,2014-01,32
CS5630,2013-01-13,67,1,1,January,2013-01,2011-06,2013-01,19
CS1825,2014-10-30,69,0,10,October,2014-10,2011-12,2014-10,34
CS4959,2013-09-05,68,0,9,September,2013-09,2011-06,2013-09,27
CS1599,2014-04-12,94,0,4,April,2014-04,2011-07,2014-04,33
CS5846,2015-02-26,56,0,2,February,2015-02,2011-05,2015-02,45
CS4961,2014-07-25,60,0,7,July,2014-07,2011-07,2014-07,36
CS1587,2014-12-23,100,0,12,December,2014-12,2011-05,2014-12,43
CS4596,2013-11-09,97,0,11,November,2013-11,2011-09,2013-11,26
CS2958,2011-09-12,44,0,9,September,2011-09,2011-07,2011-09,2
CS4731,2011-09-12,91,0,9,September,2011-09,2011-09,2011-09,0
CS4716,2013-04-29,92,0,4,April,2013-04,2011-07,2013-04,21
CS4053,2012-03-06,105,0,3,March,2012-03,2011-05,2012-03,10
CS3348,2013-01-14,88,0,1,January,2013-01,2011-10,2013-01,15
CS2316,2012-08-13,71,0,8,August,2012-08,2011-09,2012-08,11
CS1732,2013-01-12,61,0,1,January,2013-01,2011-08,2013-01,17
CS2450,2013-10-29,88,0,10,October,2013-10,2011-09,2013-10,25
CS1754,2013-08-09,105,0,8,August,2013-08,2011-05,2013-08,27
CS1692,2013-05-29,68,0,5,May,2013-05,2011-06,2013-05,23
CS5552,2011-08-02,55,0,8,August,2011-08,2011-05,2011-08,3
CS6079,2011-10-31,39,1,10,October,2011-10,2011-06,2011-10,4
CS3860,2013-06-13,99,0,6,June,2013-06,2011-05,2013-06,25
CS4770,2013-07-07,91,0,7,July,2013-07,2011-08,2013-07,23
CS5458,2014-06-03,87,0,6,June,2014-06,2011-06,2014-06,36
CS1270,2012-07-05,104,0,7,July,2012-07,2011-05,2012-07,14
CS4909,2013-03-20,88,0,3,March,2013-03,2011-06,2013-03,21
CS3189,2012-02-05,89,0,2,February,2012-02,2011-07,2012-02,7
CS1515,2014-01-30,83,0,1,January,2014-01,2011-05,2014-01,32
CS4614,2013-04-26,43,0,4,April,2013-04,2011-06,2013-04,22
CS5451,2013-12-07,61,0,12,December,2013-12,2011-06,2013-12,30
CS4274,2014-04-25,44,0,4,April,2014-04,2011-11,2014-04,29
CS3826,2011-11-26,40,0,11,November,2011-11,2011-10,2011-11,1
CS5424,2013-04-23,42,1,4,April,2013-04,2011-12,2013-04,16
CS4443,2011-05-26,80,0,5,May,2011-05,2011-05,2011-05,0
CS1657,2014-04-07,87,0,4,April,2014-04,2011-05,2014-04,35
CS2951,2013-01-30,72,1,1,January,2013-01,2011-05,2013-01,20
CS4570,2012-05-10,54,0,5,May,2012-05,2011-06,2012-05,11
CS1952,2013-08-15,94,0,8,August,2013-08,2011-06,2013-08,26
CS1230,2012-06-12,103,0,6,June,2012-06,2011-05,2012-06,13
CS1197,2013-11-19,48,0,11,November,2013-11,2011-05,2013-11,30
CS5650,2011-08-17,76,0,8,August,2011-08,2011-06,2011-08,2
CS3649,2013-05-05,64,0,5,May,2013-05,2011-05,2013-05,24
CS4531,2011-12-26,59,0,12,December,2011-12,2011-07,2011-12,5
CS3997,2013-09-24,39,0,9,September,2013-09,2011-09,2013-09,24
CS1705,2013-11-14,52,1,11,November,2013-11,2011-05,2013-11,30
CS3404,2012-01-11,46,0,1,January,2012-01,2011-06,2012-01,7
CS2655,2013-11-15,102,0,11,November,2013-11,2011-06,2013-11,29
CS2095,2012-04-20,81,0,4,April,2012-04,2011-05,2012-04,11
CS3628,2014-12-14,82,0,12,December,2014-12,2011-07,2014-12,41
CS4345,2014-04-22,56,1,4,April,2014-04,2011-06,2014-04,34
CS2576,2012-12-26,101,0,12,December,2012-12,2012-03,2012-12,9
CS5549,2013-06-29,63,0,6,June,2013-06,2011-10,2013-06,20
CS5503,2013-10-30,86,1,10,October,2013-10,2012-01,2013-10,21
CS6019,2012-11-24,65,1,11,November,2012-11,2011-08,2012-11,15
CS1907,2014-01-26,87,1,1,January,2014-01,2011-06,2014-01,31
CS5364,2011-08-06,67,0,8,August,2011-08,2011-06,2011-08,2
CS4594,2011-10-13,103,0,10,October,2011-10,2011-05,2011-10,5
CS4412,2012-12-14,72,0,12,December,2012-12,2011-12,2012-12,12
CS1515,2011-05-18,86,0,5,May,2011-05,2011-05,2011-05,0
CS5474,2013-05-30,48,0,5,May,2013-05,2011-05,2013-05,24
CS1683,2012-06-05,61,0,6,June,2012-06,2011-06,2012-06,12
CS1785,2012-04-10,97,1,4,April,2012-04,2011-07,2012-04,9
CS3469,2011-09-01,88,0,9,September,2011-09,2011-06,2011-09,3
CS2392,2013-10-29,73,0,10,October,2013-10,2011-06,2013-10,28
CS4887,2012-01-23,68,0,1,January,2012-01,2011-07,2012-01,6
CS3509,2015-01-24,36,0,1,January,2015-01,2011-08,2015-01,41
CS2102,2014-06-22,89,1,6,June,2014-06,2011-08,2014-06,34
CS4132,2012-04-14,56,0,4,April,2012-04,2011-11,2012-04,5
CS4363,2013-07-06,93,0,7,July,2013-07,2011-06,2013-07,25
CS3927,2012-09-15,51,1,9,September,2012-09,2011-10,2012-09,11
CS2976,2014-03-27,50,0,3,March,2014-03,2011-05,2014-03,34
CS5605,2012-08-28,90,0,8,August,2012-08,2011-06,2012-08,14
CS1275,2011-12-31,45,0,12,December,2011-12,2011-12,2011-12,0
CS1975,2014-01-19,60,0,1,January,2014-01,2011-06,2014-01,31
CS3573,2011-08-30,103,0,8,August,2011-08,2011-05,2011-08,3
CS2019,2012-08-12,98,0,8,August,2012-08,2011-06,2012-08,14
CS5429,2014-09-15,68,0,9,September,2014-09,2011-06,2014-09,39
CS5382,2013-11-18,43,1,11,November,2013-11,2011-08,2013-11,27
CS2400,2011-08-11,77,0,8,August,2011-08,2011-07,2011-08,1
CS5862,2012-02-05,37,0,2,February,2012-02,2011-08,2012-02,6
CS1654,2014-02-13,98,0,2,February,2014-02,2011-09,2014-02,29
CS2488,2011-08-04,66,0,8,August,2011-08,2011-05,2011-08,3
CS3585,2015-01-20,78,0,1,January,2015-01,2012-03,2015-01,34
CS1555,2015-01-13,57,0,1,January,2015-01,2011-06,2015-01,43
CS3666,2013-04-09,71,0,4,April,2013-04,2011-06,2013-04,22
CS3409,2013-08-28,96,1,8,August,2013-08,2011-07,2013-08,25
CS2621,2012-10-04,55,0,10,October,2012-10,2011-11,2012-10,11
CS4025,2012-07-15,100,0,7,July,2012-07,2011-12,2012-07,7
CS3576,2012-11-15,43,0,11,November,2012-11,2011-06,2012-11,17
CS3900,2011-06-03,44,0,6,June,2011-06,2011-06,2011-06,0
CS2568,2011-08-20,62,0,8,August,2011-08,2011-05,2011-08,3
CS2568,2012-06-04,61,0,6,June,2012-06,2011-05,2012-06,13
CS2441,2013-06-22,49,1,6,June,2013-06,2011-06,2013-06,24
CS2281,2012-01-10,105,0,1,January,2012-01,2011-05,2012-01,8
CS5802,2015-01-26,50,0,1,January,2015-01,2011-05,2015-01,44
CS4121,2011-06-12,46,0,6,June,2011-06,2011-06,2011-06,0
CS3140,2013-01-31,76,0,1,January,2013-01,2011-10,2013-01,15
CS3195,2011-10-06,103,0,10,October,2011-10,2011-05,2011-10,5
CS5714,2012-11-25,60,1,11,November,2012-11,2011-10,2012-11,13
CS5936,2011-10-03,37,0,10,October,2011-10,2011-07,2011-10,3
CS5153,2013-09-29,73,0,9,September,2013-09,2011-09,2013-09,24
CS2285,2013-09-05,54,0,9,September,2013-09,2011-09,2013-09,24
CS5530,2012-04-19,84,0,4,April,2012-04,2011-06,2012-04,10
CS4528,2014-01-16,95,0,1,January,2014-01,2011-07,2014-01,30
CS3514,2013-12-04,96,1,12,December,2013-12,2011-08,2013-12,28
CS5403,2015-01-15,105,0,1,January,2015-01,2011-07,2015-01,42
CS6037,2014-04-21,58,0,4,April,2014-04,2011-05,2014-04,35
CS4126,2012-04-22,92,0,4,April,2012-04,2011-06,2012-04,10
CS3008,2014-09-29,49,0,9,September,2014-09,2011-05,2014-09,40
CS2606,2012-04-08,64,0,4,April,2012-04,2011-08,2012-04,8
CS4344,2014-12-02,87,0,12,December,2014-12,2011-07,2014-12,41
CS6107,2014-06-14,57,0,6,June,2014-06,2011-07,2014-06,35
CS3880,2012-02-23,105,1,2,February,2012-02,2011-06,2012-02,8
CS4469,2011-10-03,53,0,10,October,2011-10,2011-06,2011-10,4
CS4893,2013-03-05,47,0,3,March,2013-03,2011-08,2013-03,19
CS3375,2012-06-07,47,0,6,June,2012-06,2011-05,2012-06,13
CS1384,2015-03-04,65,0,3,March,2015-03,2011-09,2015-03,42
CS3132,2011-11-09,101,0,11,November,2011-11,2011-07,2011-11,4
CS1480,2013-09-18,85,0,9,September,2013-09,2011-05,2013-09,28
CS6014,2014-11-20,95,0,11,November,2014-11,2011-05,2014-11,42
CS2899,2014-04-13,94,1,4,April,2014-04,2011-06,2014-04,34
CS1849,2014-10-15,87,0,10,October,2014-10,2011-05,2014-10,41
CS1728,2011-12-27,87,0,12,December,2011-12,2011-06,2011-12,6
CS6070,2013-08-01,85,0,8,August,2013-08,2011-08,2013-08,24
CS2569,2011-06-26,72,0,6,June,2011-06,2011-06,2011-06,0
CS2194,2012-11-28,94,0,11,November,2012-11,2011-08,2012-11,15
CS5958,2011-11-07,45,0,11,November,2011-11,2011-09,2011-11,2
CS4295,2013-01-23,71,0,1,January,2013-01,2011-06,2013-01,19
CS5840,2012-01-30,67,0,1,January,2012-01,2011-10,2012-01,3
CS2145,2013-07-19,90,0,7,July,2013-07,2011-05,2013-07,26
CS2686,2014-06-19,95,0,6,June,2014-06,2011-06,2014-06,36
CS2121,2011-06-13,78,0,6,June,2011-06,2011-06,2011-06,0
CS2430,2011-06-25,48,0,6,June,2011-06,2011-06,2011-06,0
CS5830,2014-05-16,94,0,5,May,2014-05,2011-08,2014-05,33
CS2329,2013-07-29,42,0,7,July,2013-07,2011-08,2013-07,23
CS4831,2011-08-27,66,0,8,August,2011-08,2011-08,2011-08,0
CS5430,2015-02-20,104,1,2,February,2015-02,2012-06,2015-02,32
CS2317,2015-02-20,55,0,2,February,2015-02,2011-08,2015-02,42
CS1168,2012-11-24,70,0,11,November,2012-11,2011-11,2012-11,12
CS5133,2013-12-08,94,1,12,December,2013-12,2011-05,2013-12,31
CS5338,2013-05-17,77,0,5,May,2013-05,2011-07,2013-05,22
CS5266,2012-12-09,58,1,12,December,2012-12,2011-07,2012-12,17
CS2264,2014-10-23,67,0,10,October,2014-10,2011-06,2014-10,40
CS2928,2014-02-03,89,0,2,February,2014-02,2011-06,2014-02,32
CS2931,2012-04-28,75,1,4,April,2012-04,2011-06,2012-04,10
CS6102,2012-12-14,101,0,12,December,2012-12,2011-07,2012-12,17
CS3179,2013-02-19,37,0,2,February,2013-02,2011-06,2013-02,20
CS1322,2012-06-07,81,0,6,June,2012-06,2011-08,2012-06,10
CS5276,2013-11-15,43,0,11,November,2013-11,2011-06,2013-11,29
CS3843,2014-06-04,94,0,6,June,2014-06,2011-06,2014-06,36
CS4588,2014-12-05,98,0,12,December,2014-12,2011-08,2014-12,40
CS6082,2012-01-10,58,0,1,January,2012-01,2011-05,2012-01,8
CS4233,2014-10-06,72,0,10,October,2014-10,2011-08,2014-10,38
CS5394,2014-01-18,86,0,1,January,2014-01,2011-06,2014-01,31
CS5950,2014-07-15,104,0,7,July,2014-07,2011-05,2014-07,38
CS1890,2013-05-16,44,0,5,May,2013-05,2011-09,2013-05,20
CS5655,2014-09-09,91,0,9,September,2014-09,2011-06,2014-09,39
CS1860,2012-07-18,93,0,7,July,2012-07,2012-03,2012-07,4
CS1352,2014-07-14,43,0,7,July,2014-07,2011-07,2014-07,36
CS1853,2013-07-08,96,0,7,July,2013-07,2011-12,2013-07,19
CS2230,2013-01-13,66,0,1,January,2013-01,2011-07,2013-01,18
CS1156,2013-10-25,95,0,10,October,2013-10,2011-06,2013-10,28
CS1635,2011-11-23,63,1,11,November,2011-11,2011-07,2011-11,4
CS4272,2014-02-18,76,0,2,February,2014-02,2011-05,2014-02,33
CS5426,2014-08-12,35,0,8,August,2014-08,2011-08,2014-08,36
CS3669,2014-08-25,88,0,8,August,2014-08,2011-06,2014-08,38
CS2593,2014-11-16,89,0,11,November,2014-11,2011-06,2014-11,41
CS1666,2015-01-06,101,0,1,January,2015-01,2011-07,2015-01,42
CS3047,2013-04-05,56,0,4,April,2013-04,2011-05,2013-04,23
CS5786,2014-08-26,64,0,8,August,2014-08,2011-06,2014-08,38
CS1226,2013-01-25,61,0,1,January,2013-01,2011-06,2013-01,19
CS1943,2012-07-19,94,0,7,July,2012-07,2011-09,2012-07,10
CS3465,2013-09-15,40,0,9,September,2013-09,2011-05,2013-09,28
CS2612,2014-10-23,58,0,10,October,2014-10,2011-05,2014-10,41
CS5474,2014-04-28,36,0,4,April,2014-04,2011-05,2014-04,35
CS3385,2014-11-14,35,0,11,November,2014-11,2011-10,2014-11,37
CS2241,2013-08-04,72,0,8,August,2013-08,2011-08,2013-08,24
CS1300,2014-06-01,82,0,6,June,2014-06,2011-08,2014-06,34
CS5811,2011-09-19,95,1,9,September,2011-09,2011-05,2011-09,4
CS1801,2012-01-19,63,0,1,January,2012-01,2011-09,2012-01,4
CS3655,2013-12-01,51,1,12,December,2013-12,2011-05,2013-12,31
CS2855,2013-10-22,58,0,10,October,2013-10,2011-09,2013-10,25
CS1626,2012-04-27,77,0,4,April,2012-04,2011-07,2012-04,9
CS2350,2012-12-05,90,1,12,December,2012-12,2011-05,2012-12,19
CS3576,2011-12-08,72,0,12,December,2011-12,2011-06,2011-12,6
CS3334,2013-06-05,52,0,6,June,2013-06,2011-08,2013-06,22
CS5586,2012-10-29,55,0,10,October,2012-10,2011-05,2012-10,17
CS5382,2012-12-10,47,1,12,December,2012-12,2011-08,2012-12,16
CS3264,2011-09-03,98,0,9,September,2011-09,2011-06,2011-09,3
CS4901,2013-10-24,38,0,10,October,2013-10,2011-06,2013-10,28
CS4849,2014-04-11,38,0,4,April,2014-04,2011-08,2014-04,32
CS2271,2013-06-04,69,0,6,June,2013-06,2011-06,2013-06,24
CS3254,2014-11-02,57,0,11,November,2014-11,2011-06,2014-11,41
CS3792,2011-07-09,49,0,7,July,2011-07,2011-07,2011-07,0
CS5766,2013-10-20,90,1,10,October,2013-10,2011-09,2013-10,25
CS1493,2014-08-31,44,0,8,August,2014-08,2011-11,2014-08,33
CS2916,2014-10-15,89,1,10,October,2014-10,2011-11,2014-10,35
CS5292,2012-08-19,87,1,8,August,2012-08,2011-06,2012-08,14
CS2132,2013-04-16,49,1,4,April,2013-04,2011-08,2013-04,20
CS5822,2011-09-21,74,0,9,September,2011-09,2011-09,2011-09,0
CS5210,2011-09-11,37,0,9,September,2011-09,2011-05,2011-09,4
CS2732,2013-09-18,55,0,9,September,2013-09,2011-06,2013-09,27
CS1529,2013-05-29,75,0,5,May,2013-05,2011-06,2013-05,23
CS3397,2012-12-15,101,0,12,December,2012-12,2011-05,2012-12,19
CS3388,2012-11-23,51,0,11,November,2012-11,2011-09,2012-11,14
CS4162,2012-08-09,42,0,8,August,2012-08,2011-06,2012-08,14
CS4776,2015-01-23,87,0,1,January,2015-01,2011-05,2015-01,44
CS4936,2014-02-23,52,0,2,February,2014-02,2011-06,2014-02,32
CS1964,2014-04-17,75,1,4,April,2014-04,2011-07,2014-04,33
CS4095,2012-03-22,80,0,3,March,2012-03,2011-06,2012-03,9
CS5923,2014-11-05,87,0,11,November,2014-11,2011-06,2014-11,41
CS4240,2015-01-11,94,1,1,January,2015-01,2011-08,2015-01,41
CS2472,2012-12-11,65,0,12,December,2012-12,2011-05,2012-12,19
CS2168,2014-02-04,67,0,2,February,2014-02,2011-08,2014-02,30
CS5056,2013-07-06,68,0,7,July,2013-07,2011-06,2013-07,25
CS5156,2012-12-25,79,0,12,December,2012-12,2011-05,2012-12,19
CS3715,2012-10-17,73,0,10,October,2012-10,2011-05,2012-10,17
CS4130,2015-02-22,50,0,2,February,2015-02,2011-06,2015-02,44
CS3832,2014-01-13,54,0,1,January,2014-01,2011-07,2014-01,30
CS4158,2013-09-17,78,0,9,September,2013-09,2011-07,2013-09,26
CS6096,2013-07-03,74,0,7,July,2013-07,2011-05,2013-07,26
CS2643,2014-04-29,89,0,4,April,2014-04,2011-10,2014-04,30
CS4944,2012-09-24,77,0,9,September,2012-09,2011-05,2012-09,16
CS1640,2011-09-05,77,0,9,September,2011-09,2011-09,2011-09,0
CS2174,2012-05-12,59,0,5,May,2012-05,2011-08,2012-05,9
CS4702,2013-03-22,38,1,3,March,2013-03,2011-05,2013-03,22
CS3267,2013-05-05,102,0,5,May,2013-05,2011-05,2013-05,24
CS4944,2014-03-25,73,0,3,March,2014-03,2011-05,2014-03,34
CS4690,2011-10-28,35,0,10,October,2011-10,2011-10,2011-10,0
CS1521,2013-07-06,69,0,7,July,2013-07,2011-08,2013-07,23
CS2009,2013-06-15,102,0,6,June,2013-06,2011-06,2013-06,24
CS1844,2013-03-09,101,0,3,March,2013-03,2011-11,2013-03,16
CS4734,2015-03-06,39,0,3,March,2015-03,2011-05,2015-03,46
CS1482,2011-12-19,68,0,12,December,2011-12,2011-10,2011-12,2
CS3807,2012-08-24,93,0,8,August,2012-08,2011-08,2012-08,12
CS4322,2012-10-21,52,0,10,October,2012-10,2011-07,2012-10,15
CS4624,2014-02-06,96,1,2,February,2014-02,2011-11,2014-02,27
CS4975,2013-04-02,51,0,4,April,2013-04,2011-09,2013-04,19
CS5481,2014-02-09,53,0,2,February,2014-02,2011-06,2014-02,32
CS3124,2014-09-01,91,0,9,September,2014-09,2011-07,2014-09,38
CS3352,2012-08-04,63,0,8,August,2012-08,2011-08,2012-08,12
CS4306,2013-02-25,62,0,2,February,2013-02,2011-10,2013-02,16
CS3409,2011-08-19,48,1,8,August,2011-08,2011-07,2011-08,1
CS4720,2013-03-16,66,0,3,March,2013-03,2011-05,2013-03,22
CS3781,2015-03-07,40,0,3,March,2015-03,2011-09,2015-03,42
CS4792,2012-02-23,55,0,2,February,2012-02,2011-06,2012-02,8
CS3134,2013-06-16,56,1,6,June,2013-06,2011-06,2013-06,24
CS5476,2013-11-25,43,0,11,November,2013-11,2011-05,2013-11,30
CS3298,2012-10-07,96,0,10,October,2012-10,2011-09,2012-10,13
CS2646,2014-03-10,68,0,3,March,2014-03,2011-06,2014-03,33
CS5865,2013-05-13,74,1,5,May,2013-05,2011-09,2013-05,20
CS2688,2011-10-21,47,0,10,October,2011-10,2011-10,2011-10,0
CS5273,2012-06-13,44,1,6,June,2012-06,2011-07,2012-06,11
CS5158,2013-01-24,78,0,1,January,2013-01,2011-07,2013-01,18
CS1421,2013-09-21,77,0,9,September,2013-09,2011-05,2013-09,28
CS4128,2014-05-21,104,0,5,May,2014-05,2011-05,2014-05,36
CS1234,2014-09-27,85,0,9,September,2014-09,2011-06,2014-09,39
CS4171,2014-03-16,75,0,3,March,2014-03,2011-08,2014-03,31
CS1820,2014-01-11,85,0,1,January,2014-01,2011-06,2014-01,31
CS1450,2013-07-17,55,0,7,July,2013-07,2011-05,2013-07,26
CS4637,2012-10-02,79,1,10,October,2012-10,2011-05,2012-10,17
CS5448,2011-07-15,53,0,7,July,2011-07,2011-06,2011-07,1
CS5195,2012-05-21,52,1,5,May,2012-05,2011-09,2012-05,8
CS4521,2013-11-08,39,0,11,November,2013-11,2011-06,2013-11,29
CS3941,2013-10-11,90,0,10,October,2013-10,2011-10,2013-10,24
CS1647,2012-09-28,37,0,9,September,2012-09,2011-09,2012-09,12
CS1413,2012-10-08,66,0,10,October,2012-10,2011-06,2012-10,16
CS1343,2011-07-19,81,0,7,July,2011-07,2011-07,2011-07,0
CS4558,2015-01-23,45,0,1,January,2015-01,2011-09,2015-01,40
CS2179,2012-12-25,77,0,12,December,2012-12,2011-05,2012-12,19
CS3844,2014-11-11,102,0,11,November,2014-11,2011-06,2014-11,41
CS3969,2013-04-11,81,1,4,April,2013-04,2011-07,2013-04,21
CS4715,2013-03-09,40,0,3,March,2013-03,2011-07,2013-03,20
CS5879,2014-01-23,56,1,1,January,2014-01,2011-07,2014-01,30
CS2647,2014-12-22,73,0,12,December,2014-12,2012-03,2014-12,33
CS4712,2015-01-20,75,0,1,January,2015-01,2011-11,2015-01,38
CS1822,2013-09-09,47,0,9,September,2013-09,2011-05,2013-09,28
CS5616,2012-03-14,95,0,3,March,2012-03,2011-05,2012-03,10
CS4019,2013-07-20,45,1,7,July,2013-07,2011-07,2013-07,24
CS1542,2012-08-24,81,0,8,August,2012-08,2011-06,2012-08,14
CS1421,2012-02-29,74,0,2,February,2012-02,2011-05,2012-02,9
CS3209,2013-09-06,82,0,9,September,2013-09,2011-07,2013-09,26
CS4994,2015-01-14,59,0,1,January,2015-01,2011-07,2015-01,42
CS4990,2014-09-07,96,0,9,September,2014-09,2012-01,2014-09,32
CS3151,2013-01-10,50,0,1,January,2013-01,2011-07,2013-01,18
CS4554,2012-06-12,51,0,6,June,2012-06,2011-07,2012-06,11
CS2979,2013-09-30,38,0,9,September,2013-09,2011-08,2013-09,25
CS5568,2012-08-02,55,0,8,August,2012-08,2011-06,2012-08,14
CS4275,2012-06-05,83,0,6,June,2012-06,2011-07,2012-06,11
CS6056,2014-09-05,81,0,9,September,2014-09,2011-05,2014-09,40
CS1998,2015-02-23,83,0,2,February,2015-02,2011-06,2015-02,44
CS5594,2014-03-11,93,1,3,March,2014-03,2011-07,2014-03,32
CS1787,2012-06-17,39,0,6,June,2012-06,2011-06,2012-06,12
CS1604,2011-05-25,65,0,5,May,2011-05,2011-05,2011-05,0
CS1260,2013-01-22,81,0,1,January,2013-01,2011-06,2013-01,19
CS3314,2013-09-06,53,0,9,September,2013-09,2011-07,2013-09,26
CS4660,2013-09-14,36,0,9,September,2013-09,2011-06,2013-09,27
CS5548,2013-11-27,55,0,11,November,2013-11,2011-06,2013-11,29
CS3159,2014-05-24,90,0,5,May,2014-05,2011-06,2014-05,35
CS2335,2011-08-10,79,0,8,August,2011-08,2011-05,2011-08,3
CS1827,2012-04-10,56,0,4,April,2012-04,2011-05,2012-04,11
CS2863,2012-12-06,46,0,12,December,2012-12,2011-08,2012-12,16
CS4575,2011-12-27,49,0,12,December,2011-12,2011-07,2011-12,5
CS3483,2013-08-21,78,0,8,August,2013-08,2011-05,2013-08,27
CS1359,2013-08-08,91,0,8,August,2013-08,2011-07,2013-08,25
CS3135,2014-10-31,87,0,10,October,2014-10,2011-11,2014-10,35
CS3675,2015-02-07,102,0,2,February,2015-02,2011-05,2015-02,45
CS3330,2012-03-21,37,0,3,March,2012-03,2011-05,2012-03,10
CS4269,2011-10-25,103,0,10,October,2011-10,2011-06,2011-10,4
